"","X.2","X.1","X","Species","Order","Family","Genus","SV3","presence","genome.assembly","ott_id","flags","tips","SV.not.in.figure","latitude","salinity"
"347",347,347,347,"Pagothenia borchgrevinki","Perciformes","Nototheniidae","Pagothenia",3,"present","y",781792,"","Pagothenia_borchgrevinki",NA,104,"saltwater"
"348",348,348,348,"Pagrus major","Spariformes","Sparidae","Pagrus",3,"present","y",765344,"","Pagrus_major",NA,64,"saltwater"
"349",349,349,349,"Pangasius polyuranodon","Siluriformes","Pangasiidae","Pangasius",3,"present","",199220,"","Pangasius_polyuranodon",NA,32,"freshwater"
"350",350,350,350,"Papyrocranus afer","Osteoglossiformes","Notopteridae","Papyrocranus",3,"present","",239121,"","Papyrocranus_afer",NA,9,"freshwater"
"351",351,351,351,"Parachromis managuensis","Cichliformes","Cichlidae","Parachromis",3,"present","y",797202,"","Parachromis_managuensis",NA,25,"freshwater"
"352",352,352,352,"Parapercis sexfasciata","Uranoscopiformes","Pinguipedidae","Parapercis",3,"present","",132534,"","Parapercis_sexfasciata",NA,51,"saltwater"
"353",353,353,353,"Paraplagusia japonica","Pleuronectiformes","Cynoglossidae","Paraplagusia",3,"present","",126710,"","Paraplagusia_japonica",NA,54,"saltwater"
"354",354,354,354,"Parapristipoma trilineatum","Lutjaniformes","Haemulidae","Parapristipoma",3,"present","",64274,"","Parapristipoma_trilineatum",NA,46,"saltwater"
"355",355,355,355,"Parupeneus barberinoides","Syngnathiformes","Mullidae","Parupeneus",3,"present","",758968,"","Parupeneus_barberinoides",NA,14,"saltwater"
"356",356,356,356,"Parablennius yatabei","Blenniiformes","Blenniidae","Parablennius",3,"present","",155048,"","Parablennius_yatabei",NA,54,"saltwater"
"357",357,357,357,"Ophichthus zophistius","Anguilliformes","Ophichthidae","Ophichthus",3,"present","",483995,"","Ophichthus_zophistius",NA,NA,NA
"358",358,358,358,"Platycephalus indicus","Perciformes","Platycephalidae","Platycephalus",3,"present","",599906,"","Platycephalus_indicus",NA,27,"saltwater"
"359",359,359,359,"Pleuragramma antarctica","Perciformes","Nototheniidae","Pleuragramma",3,"present","",303042,"","Pleuragramma_antarctica",NA,NA,NA
"360",360,360,360,"Pleuronichthys cornutus","Pleuronectiformes","Pleuronectidae","Pleuronichthys",3,"present","",891078,"","Pleuronichthys_cornutus",NA,57,"saltwater"
"361",361,361,361,"Pogonophryne scotti","Perciformes","Artedidraconidae","Pogonophryne",3,"present","",659897,"","Pogonophryne_scotti",NA,103,"saltwater"
"362",362,362,362,"Polypterus bichir","Polypteriformes","Polypteridae","Polypterus",3,"present","",735234,"","Polypterus_bichir",NA,14,"freshwater"
"363",363,363,363,"Porichthys notatus","Batrachoidiformes","Batrachoididae","Porichthys",3.5,"present","",720409,"","Porichthys_notatus",NA,81,"saltwater"
"364",364,364,364,"Pterophyllum scalare","Cichliformes","Cichlidae","Pterophyllum",3,"present","y",220929,"","Pterophyllum_scalare",NA,26,"freshwater"
"365",365,365,365,"Psenopsis anomala","Scombriformes","Centrolophidae","Psenopsis",3,"present","",137653,"","Psenopsis_anomala",NA,40,"saltwater"
"366",366,366,366,"Pseudoblennius percoides","Perciformes","Cottidae","Pseudoblennius",3,"present","",3632196,"","Pseudoblennius_percoides",NA,95,"saltwater"
"367",367,367,367,"Pseudolabrus japonicus","Labriformes","Labridae","Pseudolabrus",3,"present","",823202,"","Pseudolabrus_japonicus",NA,57,"saltwater"
"368",368,368,368,"Pseudopimelodus bufonius","Siluriformes","Pseudopimelodidae","Pseudopimelodus",3,"present","",61474,"","Pseudopimelodus_bufonius",NA,63,"freshwater"
"369",369,369,369,"Pterogobius elapoides","Gobiiformes","Gobiidae","Pterogobius",3,"present","",173379,"","Pterogobius_elapoides",NA,76,"saltwater"
"370",370,370,370,"Pterogobius virgo","Gobiiformes","Gobiidae","Pterogobius",3,"present","",173385,"","Pterogobius_virgo",NA,76,"saltwater"
"371",371,371,371,"Pteragogus flagellifer","Labriformes","Labridae","Pteragogus",3,"present","",351871,"","Pteragogus_flagellifer",NA,34,"saltwater"
"372",372,372,372,"Pyrrhulina australis","Characiformes","Lebiasinidae","Pyrrhulina",3,"present","",435753,"","Pyrrhulina_australis",NA,30,"freshwater"
"373",373,373,373,"Repomucenus richardsonii","Syngnathiformes","Callionymidae","Repomucenus",3,"present","",473931,"","Repomucenus_richardsonii",NA,NA,NA
"374",374,374,374,"Rita rita","Siluriformes","Bagridae","Rita",3,"present","",23762,"","Rita_rita",NA,56,"freshwater"
"375",375,375,375,"Oncorhynchus mykiss gairdneri","Salmoniformes","Salmonidae","Oncorhynchus",3,"present","y",57412,"infraspecific","Oncorhynchus_mykiss gairdneri",NA,NA,NA
"376",376,376,376,"Salvelinus leucomaenis","Salmoniformes","Salmonidae","Salvelinus",3,"present","",688317,"","Salvelinus_leucomaenis",NA,79,NA
"377",377,377,377,"Salvelinus fontinalis","Salmoniformes","Salmonidae","Salvelinus",3,"present","y",688339,"","Salvelinus_fontinalis",NA,75,"freshwater"
"378",378,378,378,"Sargocentron sp.","Holocentriformes","Holocentridae","Sargocentron",3,"present","",983871,"not_otu, incertae_sedis","Sargocentron_sp.",NA,NA,NA
"379",379,379,379,"Saurida undosquamis","Aulopiformes","Synodontidae","Saurida",3,"present","",802170,"","Saurida_undosquamis",NA,24,"saltwater"
"380",380,380,380,"Scatophagus argus","Acanthuriformes","Scatophagidae","Scatophagus",3,"present","y",773212,"","Scatophagus_argus",NA,21,"saltwater"
"381",381,381,381,"Scomber japonicus","Scombriformes","Scombridae","Scomber",3,"present","y",70556,"","Scomber_japonicus",NA,50,"saltwater"
"382",382,382,382,"Sebastes inermis","Perciformes","Sebastidae","Sebastes",3,"present","y",767460,"sibling_higher","Sebastes_inermis",NA,62,"saltwater"
"383",383,383,383,"Sebastes schlegelii","Perciformes","Sebastidae","Sebastes",3.25,"present","y",206127,"sibling_higher","Sebastes_schlegelii",NA,64,"saltwater"
"384",384,384,384,"Sebastes hubbsi","Perciformes","Sebastidae","Sebastes",3,"present","y",778320,"sibling_higher","Sebastes_hubbsi",NA,54,"saltwater"
"385",385,385,385,"Sebastiscus marmoratus","Perciformes","Sebastidae","Sebastiscus",3,"present","",986386,"","Sebastiscus_marmoratus",NA,40,"saltwater"
"386",386,386,386,"Seriola quinqueradiata","Carangiformes","Carangidae","Seriola",3,"present","y",186469,"","Seriola_quinqueradiata",NA,45,"saltwater"
"387",387,387,387,"Siganus fuscescens","Acanthuriformes","Siganidae","Siganus",3,"present","y",927037,"","Siganus_fuscescens",NA,17,"saltwater"
"388",388,388,388,"Sillago japonica","Perciformes","Sillaginidae","Sillago",3,"present","",56114,"","Sillago_japonica",NA,54,"saltwater"
"389",389,389,389,"Solea senegalensis","Pleuronectiformes","Soleidae","Solea",3,"present","y",366998,"","Solea_senegalensis",NA,60,"saltwater"
"390",390,390,390,"Sphaeramia nematoptera","Kurtiformes","Apogonidae","Sphaeramia",3,"present","",799234,"","Sphaeramia_nematoptera",NA,14,"saltwater"
"391",391,391,391,"Sphyraena pinguis","Acanthomorphata","Sphyraenidae","Sphyraena",3,"present","",691678,"incertae_sedis_inherited","Sphyraena_pinguis",NA,52,"saltwater"
"392",392,392,392,"Steindachneridion parahybae","Siluriformes","Pimelodidae","Steindachneridion",3,"present","",297574,"","Steindachneridion_parahybae",NA,63,"freshwater"
"393",393,393,393,"Stephanolepis cirrhifer","Tetraodontiformes","Monacanthidae","Stephanolepis",3,"present","",191033,"","Stephanolepis_cirrhifer",NA,54,"saltwater"
"394",394,394,394,"Symphysodon aequifasciata","Cichliformes","Cichlidae","Symphysodon",3,"present","",220923,"","Symphysodon_aequifasciata",NA,NA,NA
"395",395,395,395,"Syngnathus schlegeli","Syngnathiformes","Syngnathidae","Syngnathus",3,"present","",259361,"","Syngnathus_schlegeli",NA,37,"saltwater"
"396",396,396,396,"Takifugu pardalis","Tetraodontiformes","Tetraodontidae","Takifugu",3,"present","",407058,"","Takifugu_pardalis",NA,62,"saltwater"
"397",397,397,397,"Takifugu xanthopterus","Tetraodontiformes","Tetraodontidae","Takifugu",3,"present","",139541,"","Takifugu_xanthopterus",NA,54,"saltwater"
"398",398,398,398,"Tetraodon fluviatilis","Tetraodontiformes","Tetraodontidae","Tetraodon",3,"present","",120277,"","Tetraodon_fluviatilis",NA,NA,NA
"399",399,399,399,"Thamnaconus modestus","Tetraodontiformes","Monacanthidae","Thamnaconus",3,"present","",793159,"","Thamnaconus_modestus",NA,52,"saltwater"
"400",400,400,400,"Toxotes jaculatrix","Acanthomorphata","Toxotidae","Toxotes",3,"present","y",712588,"incertae_sedis_inherited","Toxotes_jaculatrix",NA,17,"saltwater"
"401",401,401,401,"Toxotes chatareus","Acanthomorphata","Toxotidae","Toxotes",3,"present","y",367548,"incertae_sedis_inherited","Toxotes_chatareus",NA,17,"freshwater"
"402",402,402,402,"Trachurus japonicus","Carangiformes","Carangidae","Trachurus",3,"present","y",43502,"","Trachurus_japonicus",NA,40,"saltwater"
"403",403,403,403,"Trichiurus lepturus","Scombriformes","Trichiuridae","Trichiurus",3,"present","",143398,"extinct","Trichiurus_lepturus",NA,27,"saltwater"
"404",404,404,404,"Trichogaster fasciata","Anabantiformes","Osphronemidae","Trichogaster",3,"present","",1089987,"","Trichogaster_fasciata",NA,46,"freshwater"
"405",405,405,405,"Trichopodus leerii","Anabantiformes","Osphronemidae","Trichopodus",3,"present","",785740,"","Trichopodus_leerii",NA,43,"freshwater"
"406",406,406,406,"Trogloglanis pattersoni","Siluriformes","Ictaluridae","Trogloglanis",3,"present","y",3624008,"","Trogloglanis_pattersoni",NA,82,"freshwater"
"407",407,407,407,"Utiaritichthys sennaebragai","Characiformes","Serrasalmidae","Utiaritichthys",3,"present","",3625952,"","Utiaritichthys_sennaebragai",NA,16,"freshwater"
"408",408,408,408,"Xenomystus nigri","Osteoglossiformes","Notopteridae","Xenomystus",3,"present","",863129,"","Xenomystus_nigri",NA,3,"freshwater"
"409",409,409,409,"Zanclus cornutus","Acanthuriformes","Zanclidae","Zanclus",3,"present","y",199070,"","Zanclus_cornutus",NA,19,"saltwater"
"410",410,410,410,"Zebrasoma velifer","Acanthuriformes","Acanthuridae","Zebrasoma",3,"present","",3638940,"","Zebrasoma_velifer",NA,19,"saltwater"
"411",411,411,411,"Zeus faber","Zeiformes","Zeidae","Zeus",3,"present","y",918920,"","Zeus_faber",NA,57,"saltwater"
"412",412,412,412,"Platichthys flesus","Pleuronectiformes","Pleuronectidae","Platichthys",3,"present","y",408331,"","Platichthys_flesus",NA,87,"freshwater"
"413",413,413,413,"Agoniates halecinus","Characiformes","Characidae","Agoniates",3.5,"present","",673669,"","Agoniates_halecinus",NA,12,"freshwater"
"414",414,414,414,"Astyanax altiparanae","Characiformes","Characidae","Astyanax",3.5,"present","",466082,"","Astyanax_altiparanae",NA,42,"freshwater"
"415",415,415,415,"Chalceus erythrurus","Characiformes","Chalceidae","Chalceus",3.5,"present","",990648,"","Chalceus_erythrurus",NA,26,"freshwater"
"416",416,416,416,"Chionodraco hamatus","Perciformes","Channichthyidae","Chionodraco",3.5,"present","y",185365,"","Chionodraco_hamatus",NA,104,"saltwater"
"417",417,417,417,"Cynodon gibbus","Characiformes","Characidae","Cynodon",3.5,"present","",545269,"","Cynodon_gibbus",NA,17,"freshwater"
"418",418,418,418,"Dissostichus mawsoni","Perciformes","Nototheniidae","Dissostichus",3.5,"present","y",504786,"","Dissostichus_mawsoni",NA,104,"saltwater"
"419",419,419,419,"Dolloidraco longedorsalis","Perciformes","Artedidraconidae","Dolloidraco",3.5,"present","y",268810,"","Dolloidraco_longedorsalis",NA,104,"saltwater"
"420",420,420,420,"Hoplerythrinus unitaeniatus","Characiformes","Erythrinidae","Hoplerythrinus",3.5,"present","",719840,"","Hoplerythrinus_unitaeniatus",NA,19,"freshwater"
"421",421,421,421,"Larimichthys crocea","Perciformes","Sciaenidae","Larimichthys",3.5,"present","y",679823,"","Larimichthys_crocea",NA,54,"saltwater"
"422",422,422,422,"Lepisosteus osseus","Semionotiformes","Lepisosteidae","Lepisosteus",3.5,"present","y",519445,"","Lepisosteus_osseus",NA,66,"freshwater"
"423",423,423,423,"Myloplus rubripinnis","Characiformes","Serrasalmidae","Myloplus",3.5,"present","",753357,"","Myloplus_rubripinnis",NA,17,"freshwater"
"424",424,424,424,"Notothenia coriiceps","Perciformes","Nototheniidae","Notothenia",3.5,"present","y",258643,"","Notothenia_coriiceps",NA,104,"saltwater"
"425",425,425,425,"Paraliparis devriesi","Perciformes","Liparidae","Paraliparis",3.5,"present","",3631818,"","Paraliparis_devriesi",NA,105,"saltwater"
"426",426,426,426,"Pimelodus maculatus","Siluriformes","Pimelodidae","Pimelodus",3.5,"present","y",386663,"","Pimelodus_maculatus",NA,44,"freshwater"
"427",427,427,427,"Rhoadsia altipinna","Characiformes","Characidae","Rhoadsia",3.5,"present","",3625978,"","Rhoadsia_altipinna",NA,63,"freshwater"
"428",428,428,428,"Salminus hilarii","Characiformes","Bryconidae","Salminus",3.5,"present","",180301,"","Salminus_hilarii",NA,26,"freshwater"
"429",429,429,429,"Satan eurystomus","Siluriformes","Ictaluridae","Satan",3.5,"present","",3624005,"","Satan_eurystomus",NA,82,"freshwater"
"430",430,430,430,"Schizodon nasutus","Characiformes","Anostomidae","Schizodon",3.5,"present","",469757,"","Schizodon_nasutus",NA,44,"freshwater"
"431",431,431,431,"Scorpaena porcus","Perciformes","Scorpaenidae","Scorpaena",3.5,"present","",223715,"","Scorpaena_porcus",NA,65,"saltwater"
"432",432,432,432,"Tetragonopterus argenteus","Characiformes","Characidae","Tetragonopterus",3.5,"present","",282555,"","Tetragonopterus_argenteus",NA,21,"freshwater"
"433",433,433,433,"Trematomus bernacchii","Perciformes","Nototheniidae","Trematomus",3.5,"present","y",985361,"","Trematomus_bernacchii",NA,104,"saltwater"
"434",434,434,434,"Trematomus lepidorhinus","Perciformes","Nototheniidae","Trematomus",3.5,"present","",985371,"","Trematomus_lepidorhinus",NA,103,"saltwater"
"435",435,435,435,"Trematomus loennbergii","Perciformes","Nototheniidae","Trematomus",3.5,"present","y",985377,"","Trematomus_loennbergii",NA,104,"saltwater"
"436",436,436,436,"Amblyopsis spelaea","Percopsiformes","Amblyopsidae","Amblyopsis",1,"present","y",223533,"","Amblyopsis_spelaea",NA,82,"freshwater"
"437",437,437,437,"Boleophthalmus pectinirostris","Gobiiformes","Gobiidae","Boleophthalmus",3,"present","y",47553,"","Boleophthalmus_pectinirostris",NA,53,"saltwater"
"438",438,438,438,"Etroplus suratensis","Cichliformes","Cichlidae","Etroplus",1,"present","y",640316,"","Etroplus_suratensis",NA,25,"freshwater"
"439",439,439,439,"Gadus morhua (species in domain Eukaryota)","Gadiformes","Gadidae","Gadus",0,"absent","y",114170,"","Gadus_morhua (species in domain Eukaryota)",NA,NA,NA
"440",440,440,440,"Astronotus ocellatus","Cichliformes","Cichlidae","Astronotus",3,"present","",952936,"","Astronotus_ocellatus",NA,26,"freshwater"
"441",441,441,441,"Andinoacara latifrons","Cichliformes","Cichlidae","Andinoacara",3,"present","",334264,"","Andinoacara_latifrons",NA,22,"freshwater"
"442",442,442,442,"Rocio octofasciata","Cichliformes","Cichlidae","Rocio",3,"present","",570005,"","Rocio_octofasciata",NA,43,"freshwater"
"443",443,443,443,"Heros severus","Cichliformes","Cichlidae","Heros",3,"present","",547065,"","Heros_severus",NA,7,"freshwater"
"444",444,444,444,"Haplochromis sp.","Cichliformes","Cichlidae","Haplochromis",0,"absent","",737833,"not_otu, incertae_sedis","Haplochromis_sp.",NA,NA,NA
"445",445,445,445,"Pelvicachromis taeniatus","Cichliformes","Cichlidae","Pelvicachromis",0,"absent","y",66663,"","Pelvicachromis_taeniatus",NA,9,"freshwater"
"446",446,446,446,"Steatocranus casuarius","Cichliformes","Cichlidae","Steatocranus",0,"absent","",911145,"","Steatocranus_casuarius",NA,10,"freshwater"
"447",447,447,447,"Melanochromis auratus","Cichliformes","Cichlidae","Melanochromis",0,"absent","y",855526,"","Melanochromis_auratus",NA,33,"freshwater"
"448",448,448,448,"Oreochromis esculentus","Cichliformes","Cichlidae","Oreochromis",0,"absent","",406449,"sibling_higher","Oreochromis_esculentus",NA,5,"freshwater"
"449",449,449,449,"Coptodon zillii","Cichliformes","Cichlidae","Coptodon",0,"absent","",862692,"","Coptodon_zillii",NA,9,"freshwater"
"450",450,450,450,"Oreochromis spilurus","Cichliformes","Cichlidae","Oreochromis",0,"absent","y",5558327,"sibling_higher","Oreochromis_spilurus",NA,5,"freshwater"
"451",451,451,451,"Tilapia sparrmanii","Cichliformes","Cichlidae","Tilapia",0,"absent","y",911151,"","Tilapia_sparrmanii",NA,17,"freshwater"
"452",452,452,452,"Oreochromis variabilis","Cichliformes","Cichlidae","Oreochromis",0,"absent","",688559,"sibling_higher","Oreochromis_variabilis",NA,20,"freshwater"
"453",453,453,453,"Tor putitora","Cypriniformes","Cyprinidae","Tor",NA,"present","",720179,"","Tor_putitora",NA,29,"freshwater"
"454",454,454,454,"Gadella jordani","Gadiformes","Moridae","Gadella",3,"present","",89173,"","Gadella_jordani",NA,54,"saltwater"
"455",455,455,455,"Gadus chalcogrammus","Gadiformes","Gadidae","Gadus",3,"present","y",1056842,"","Gadus_chalcogrammus",NA,92,"saltwater"
"456",456,456,456,"Bregmaceros japonicus","Gadiformes","Bregmacerotidae","Bregmaceros",0,"absent","",3630525,"","Bregmaceros_japonicus",NA,46,"saltwater"
"457",457,457,457,"Coelorinchus smithi","Gadiformes","Macrouridae","Coelorinchus",3,"present","",759483,"","Coelorinchus_smithi",NA,86,"saltwater"
"458",458,458,458,"Opsanus beta","Batrachoidiformes","Batrachoididae","Opsanus",1,"present","y",478186,"","Opsanus_beta",NA,40,"saltwater"
"459",459,459,459,"Delturus carinotus","Siluriformes","Loricariidae","Delturus",3,"present","",440099,"","Delturus_carinotus",NA,63,"freshwater"
"460",460,460,460,"Pimelodus argenteus","Siluriformes","Pimelodidae","Pimelodus",3,"present","",987382,"","Pimelodus_argenteus",NA,45,"freshwater"
"461",461,461,461,"Myoxocephalus scorpius","Perciformes","Cottidae","Myoxocephalus",3.5,"present","y",942655,"","Myoxocephalus_scorpius",NA,102,"saltwater"
"462",462,462,462,"Zoarces viviparus","Perciformes","Zoarcidae","Zoarces",3.5,"present","y",752564,"","Zoarces_viviparus",NA,100,"saltwater"
"463",463,463,463,"Callionymus lyra","Syngnathiformes","Callionymidae","Callionymus",3,"present","",795408,"","Callionymus_lyra",NA,79,"saltwater"
"464",464,464,464,"Gobius niger","Gobiiformes","Gobiidae","Gobius",3,"present","y",1054967,"","Gobius_niger",NA,76,"saltwater"
"465",465,465,465,"Symphodus melops","Labriformes","Labridae","Symphodus",4,"present","y",553191,"sibling_higher","Symphodus_melops",NA,79,"saltwater"
"466",466,466,466,"Labrus bergylta","Labriformes","Labridae","Labrus",NA,"present","y",292710,"","Labrus_bergylta",NA,NA,"saltwater"
"467",467,467,467,"Liparis liparis","Perciformes","Liparidae","Liparis",3,"present","",566839,"","Liparis_liparis",NA,100,"saltwater"
"468",468,468,468,"Pollachius virens","Gadiformes","Gadidae","Pollachius",4,"present","y",62649,"","Pollachius_virens",NA,100,"saltwater"
"469",469,469,469,"Raniceps raninus","Gadiformes","Gadidae","Raniceps",1,"present","",659845,"","Raniceps_raninus",NA,99,"saltwater"
"470",470,470,470,"Hippoglossus hippoglossus","Pleuronectiformes","Pleuronectidae","Hippoglossus",3.75,"present","y",408328,"","Hippoglossus_hippoglossus",NA,99,"saltwater"
"471",471,471,471,"Merlangius merlangus","Gadiformes","Gadidae","Merlangius",3,"present","y",635911,"","Merlangius_merlangus",NA,98,"saltwater"
"472",472,472,472,"Iniistius pavo","Labriformes","Labridae","Iniistius",NA,"present","",839457,"","Iniistius_pavo",NA,22,"saltwater"
"473",473,473,473,"Raja asterias","Rajiformes","Rajidae","Raja",NA,"present","",884658,"","Raja_asterias",NA,NA,"saltwater"
"474",474,474,474,"Cobitis taenia","Cypriniformes","Cobitidae","Cobitis",0,"absent","",14761,"","Cobitis_taenia",NA,87,"freshwater"
"475",475,475,475,"Lepadogaster lepadogaster","Blenniiformes","Gobiesocidae","Lepadogaster",0,"absent","",719435,"","Lepadogaster_lepadogaster",NA,71,"saltwater"
"476",476,476,476,"Sinibotia reevesae","Cypriniformes","Botiidae","Sinibotia",1,"present","",3627672,"","Sinibotia_reevesae",NA,77,"freshwater"
"477",477,477,477,"Silurus glanis","Siluriformes","Siluridae","Silurus",NA,"present","y",272344,"","Silurus_glanis",NA,50,"freshwater"
"478",478,478,478,"Myxine glutinosa","Myxiniformes","Myxinidae","Myxine",0,"absent","",852683,"","Myxine_glutinosa",NA,98,"saltwater"
"479",479,479,479,"Haplochromis burtoni","Cichliformes","Cichlidae","Haplochromis",NA,"present","y",710025,"sibling_higher","Haplochromis_burtoni",NA,NA,NA
"480",480,480,480,"Scyliorhinus torazame","Carcharhiniformes","Scyliorhinidae","Scyliorhinus",3.5,"present","",266108,"","Scyliorhinus_torazame",NA,46,"saltwater"
"481",481,481,481,"Oncorhynchus masou ishikawae","Salmoniformes","Salmonidae","Oncorhynchus",2,"present","y",982414,"infraspecific","Oncorhynchus_masou ishikawae",NA,NA,NA
"482",482,482,482,"Hypomesus japonicus","Osmeriformes","Osmeridae","Hypomesus",3,"present","",664219,"","Hypomesus_japonicus",NA,93,"saltwater"
"483",483,483,483,"Hexagrammos octogrammus","Perciformes","Hexagrammidae","Hexagrammos",3,"present","",185862,"","Hexagrammos_octogrammus",NA,82,"saltwater"
"484",484,484,484,"Pungitius pungitius pungitius","Perciformes","Gasterosteidae","Pungitius",1,"present","",561267,"infraspecific","Pungitius_pungitius pungitius",NA,NA,NA
"485",485,485,485,"Parupeneus multifasciatus","Syngnathiformes","Mullidae","Parupeneus",0,"absent","",295485,"","Parupeneus_multifasciatus",NA,17,"saltwater"
"486",486,486,486,"Hippocampus barbouri","Syngnathiformes","Syngnathidae","Hippocampus",1,"present","y",279994,"","Hippocampus_barbouri",NA,26,"saltwater"
"487",487,487,487,"Huso huso","Acipenseriformes","Acipenseridae","Huso",NA,"present","y",751886,"","Huso_huso",NA,46,"freshwater"
"488",488,488,488,"Thunnus thynnus","Scombriformes","Scombridae","Thunnus",0,"absent","y",833184,"","Thunnus_thynnus",NA,72,"saltwater"
"489",489,489,489,"Labeo rohita","Cypriniformes","Cyprinidae","Labeo",NA,"present","y",160616,"sibling_higher","Labeo_rohita",NA,NA,"freshwater"
"490",490,490,490,"Lates calcarifer","Acanthomorphata","Centropomidae","Lates",NA,"present","y",437601,"incertae_sedis_inherited","Lates_calcarifer",NA,13,"saltwater"
"491",491,491,491,"Channa argus","Anabantiformes","Channidae","Channa",NA,"present","y",229205,"","Channa_argus",NA,38,"freshwater"
"492",492,492,492,"Sparus aurata","Spariformes","Sparidae","Sparus",NA,"present","y",760723,"","Sparus_aurata",NA,NA,"saltwater"
"493",493,493,493,"Lateolabrax maculatus","Pempheriformes","Lateolabracidae","Lateolabrax",NA,"present","y",331155,"","Lateolabrax_maculatus",NA,NA,NA
"494",494,494,494,"Oncorhynchus nerka","Salmoniformes","Salmonidae","Oncorhynchus",3,"present","y",165375,"","Oncorhynchus_nerka",NA,87,"saltwater"
"495",495,495,495,"Oncorhynchus gorbuscha","Salmoniformes","Salmonidae","Oncorhynchus",1,"present","y",739927,"","Oncorhynchus_gorbuscha",NA,97,"saltwater"
"496",496,496,496,"Oncorhynchus keta","Salmoniformes","Salmonidae","Oncorhynchus",1,"present","y",739921,"","Oncorhynchus_keta",NA,95,"saltwater"
"497",497,497,497,"Salvelinus leucomaenis pluvius","Salmoniformes","Salmonidae","Salvelinus",3,"present","",688314,"infraspecific","Salvelinus_leucomaenis pluvius",NA,NA,NA
"498",498,498,498,"Atractosteus tropicus","Semionotiformes","Lepisosteidae","Atractosteus",1,"present","",124014,"","Atractosteus_tropicus",NA,63,"freshwater"
"499",499,499,499,"Eptatretus atami","Myxiniformes","Myxinidae","Eptatretus",0,"absent","",995305,"","Eptatretus_atami",NA,96,"saltwater"
"500",500,500,500,"Macropodus opercularis","Anabantiformes","Osphronemidae","Macropodus",0,"absent","y",1033367,"","Macropodus_opercularis",NA,54,"freshwater"
"501",501,501,501,"Gymnotus carapo","Gymnotiformes","Gymnotidae","Gymnotus",NA,"present","",445408,"","Gymnotus_carapo",NA,26,"freshwater"
"502",502,502,502,"Parablennius incognitus","Blenniiformes","Blenniidae","Parablennius",NA,"present","",586329,"","Parablennius_incognitus",NA,41,"saltwater"
"503",503,503,503,"Totoaba macdonaldi","Perciformes","Sciaenidae","Totoaba",3,"present","",750990,"","Totoaba_macdonaldi",NA,84,"saltwater"
"504",504,504,504,"Ameiurus nebulosus","Siluriformes","Ictaluridae","Ameiurus",3,"present","",804481,"","Ameiurus_nebulosus",NA,83,"freshwater"
"505",505,505,505,"Myxocyprinus asiaticus","Cypriniformes","Catostomidae","Myxocyprinus",NA,"present","y",141409,"","Myxocyprinus_asiaticus",NA,45,"freshwater"
"506",506,506,506,"Oncorhynchus kisutch","Salmoniformes","Salmonidae","Oncorhynchus",3,"present","y",739917,"","Oncorhynchus_kisutch",NA,86,"saltwater"
"507",507,507,507,"Ophiodon elongatus","Perciformes","Hexagrammidae","Ophiodon",3,"present","y",849032,"","Ophiodon_elongatus",NA,84,"saltwater"
"508",508,508,508,"Rineloricaria heteroptera","Siluriformes","Loricariidae","Rineloricaria",0,"absent","",3622766,"","Rineloricaria_heteroptera",NA,26,"freshwater"
"509",509,509,509,"Opsanus tau","Batrachoidiformes","Batrachoididae","Opsanus",3.5,"present","",62631,"","Opsanus_tau",NA,70,"saltwater"
"510",510,510,510,"Periophthalmus modestus","Gobiiformes","Gobiidae","Periophthalmus",0,"absent","y",736100,"","Periophthalmus_modestus",NA,40,"freshwater"
"511",511,511,511,"Odontobutis sinensis","Gobiiformes","Odontobutidae","Odontobutis",0,"absent","",755258,"","Odontobutis_sinensis",NA,77,"freshwater"
"512",512,512,512,"Polypterus senegalus","Polypteriformes","Polypteridae","Polypterus",NA,"present","y",1064124,"","Polypterus_senegalus",NA,10,"freshwater"
"513",513,513,513,"Salmo trutta fario","Salmoniformes","Salmonidae","Salmo",3.5,"present","",883834,"infraspecific","Salmo_trutta fario",NA,NA,NA
"514",514,514,514,"Salmo trutta","Salmoniformes","Salmonidae","Salmo",NA,"present","y",688332,"","Salmo_trutta",NA,47,"freshwater"
"515",515,515,515,"Salvelinus alpinus","Salmoniformes","Salmonidae","Salvelinus",NA,"present","y",688324,"","Salvelinus_alpinus",NA,NA,"saltwater"
"516",516,516,516,"Sander vitreus","Perciformes","Percidae","Sander",0,"absent","y",557687,"","Sander_vitreus",NA,83,"freshwater"
"517",517,517,517,"Sebastes oblongus","Perciformes","Sebastidae","Sebastes",3.5,"present","y",778325,"sibling_higher","Sebastes_oblongus",NA,96,"saltwater"
"518",518,518,518,"Chimaera phantasma","Chimaeriformes","Chimaeridae","Chimaera",NA,"present","",194652,"","Chimaera_phantasma",NA,28,"saltwater"
"519",519,519,519,"Mustelus manazo","Carcharhiniformes","Triakidae","Mustelus",NA,"present","",573813,"","Mustelus_manazo",NA,31,"saltwater"
"520",520,520,520,"Etmopterus brachyurus","Squaliformes","Etmopteridae","Etmopterus",NA,"present","",624099,"","Etmopterus_brachyurus",NA,32,"saltwater"
"521",521,521,521,"Centroscymnus coelolepis","Squaliformes","Somniosidae","Centroscymnus",NA,"present","",304656,"","Centroscymnus_coelolepis",NA,45,"saltwater"
"522",522,522,522,"Centroscymnus owstoni","Squaliformes","Somniosidae","Centroscymnus",NA,"present","",745562,"","Centroscymnus_owstoni",NA,NA,NA
